Id,vid,title,thumbnail,link,duration,tags,view_count,favorite_count,comment_count,up_count,down_count,userid,username,userlink,thumbnail_v2,published,category,state,operation_limit,streamtypes,fetch_time,public_type,paid,bigThumbnail_v2,is_panorama,bigThumbnail,source,appbk_category,down_action_time,is_download,download_linux_time
1136,v_19rr7k76kk,【理娱打挺疼】161出身富贵的冯绍峰竟然这么拼,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:42,,,,,,iqiyi,搞笑,,0,
1137,v_19rr7kv50w,盘点那些我们追过的真人秀cp,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:42,,,,,,iqiyi,搞笑,,0,
1138,v_19rr7l2swo,妮可基德曼主演大小谎言意外大热,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:42,,,,,,iqiyi,搞笑,,0,
1139,v_19rr7lku5g,赵英博“破茧成蝶”靠实力晋级,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:42,,,,,,iqiyi,搞笑,,0,
1140,v_19rr7l2nog,水果姐谈论新专辑和即将举办的巡演,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:42,,,,,,iqiyi,搞笑,,0,
1149,v_19rr7mdcyc,【理娱打挺疼】159靳东新剧惹争议，被批狗血,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1150,v_19rr7m0hys,吴彦祖要上真人秀了！揭上综艺被黑化的艺人,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1151,v_19rr7mchac,沈梦辰竟心甘情愿当别人替身,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1152,v_19rr7wv9ek,不是谁脱都能成为第二个汤唯,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1153,v_19rr7y6voc,【理娱打挺疼】157宋茜接新戏粉丝竟然不乐意,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1154,v_19rr7zjfp0,泰国“百万美人”有孝道 削发修行报亲恩,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1155,v_19rr7zd1p0,22岁女孩夺得日本环球小姐冠军 父亲是记者,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1156,v_19rr7zibao,【理娱打挺疼】155陈伟霆演变态太搞笑！,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1157,v_19rr7z9tt4,薛之谦荣升副局长竞心有不甘,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1158,v_19rr7tp7cc,双冠喜结连理 妙可打脸造谣者,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1159,v_19rr80o6wo,“吊丝之王”桂冠非林更新莫属,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1160,v_19rr7rmes0,【理娱打挺疼】151惊！杨洋竟成了黄晓明2.0？,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1161,v_19rr7tgtd4,那些演技爆棚的小鲜肉们，你们最爱哪个,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1162,v_19rrkuefak,那些深陷“蕾丝情”的当红女星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1163,v_19rr7vn7l8,示爱大PK！谁家爱豆最甜蜜,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1164,v_19rr7sju5w,古装剧广告植入脑洞开！《楚乔传》最走心,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1165,v_19rr7uj3vw,快男十五强小猪怼哭选手,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1166,v_19rr7ussjc,【理娱打挺疼】147刘昊然谭松韵相聚烧烤摊,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1167,v_19rr72299s,爆笑解读预告片，太有梗了,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1168,v_19rrbdambw,盘点7大红毯采访尴尬瞬间,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1169,v_19rr9wkuck,辣眼！16年女星的尴尬造型,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1170,v_19rrahub74,开扒当家花旦跑龙套旧照大曝光,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1171,v_19rrans944,细数娱乐圈那些撞脸的明星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1172,v_19rrabaqeg,开扒娱乐圈最牛的抢镜王,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1173,v_19rrahhqjo,系数明星们的奇葩癖好,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1174,v_19rrabpxag,被骂滚粗娱乐圈，如今口碑逆袭的女星们,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1175,v_19rr9e2bwo,揭秘娱乐圈最神秘五大帮派,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1176,v_19rr9hu3fw,娱乐圈男星私下竟干这事,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1177,v_19rra9lguo,角色惨被抢，憋家生闷气的女星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1178,v_19rranbnd4,被渣男曝光私密照的女星们,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1179,v_19rrm8ijtc,心机！女星上演ps大作战,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1180,v_19rraoop5s,盘点娱乐圈遇上骗子的明星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1181,v_19rr9rdi6o,开扒明星们特殊的奇葩才艺,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1182,v_19rraaljxw,深扒娱乐圈鬼子专业户,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1183,v_19rraqrynw,盘点娱乐圈越老越有味道的男神,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1184,v_19rraqqhw4,扒一扒娱乐圈同名的明星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1185,v_19rrap8o38,揭全聚德厨师如何成为明星的,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1186,v_19rr9virsw,2016年最荒唐扯蛋的娱乐事件,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1187,v_19rrakfmas,有公子命偏要靠自己拼搏的男星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1188,v_19rraop0d4,扒一扒娱乐圈的隐形富婆,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1189,v_19rrlvm8tw,感动飙泪！明星拼妈秀幸福,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1190,v_19rr9rksiw,厉害了word祖蓝哥哥!为妹妹买房壕气抛百万买房,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1191,v_19rrlm3hn8,因不伦恋被骂惨却从不后悔的女星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1192,v_19rr730qkg,原来白敬亭有个rapper梦,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1193,v_19rradrr9g,盘点！囧态百出的女星们,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1194,v_19rr731bnc,【理娱打挺疼】144震惊！黄轩以前竟然这么惨,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1195,v_19rr72k5n0,陆地cp遇危机！热吧官cp配一脸,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1196,v_19rr735o68,朱丹双喜临门?颖宝含泪谢恩师,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1197,v_19rr72z8ww,你是全世界最好的薛之谦！,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1198,v_19rr75a7u0,《青云志》难道是要拍续集,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1199,v_19rr9p1c0w,一言不合就飙车！盘点娱乐圈的明星老司机,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1200,v_19rrlt3osw,超模贝拉惊艳戛纳 耀眼红裙美腿露到根,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:02:43,,,,,,iqiyi,搞笑,,0,
1201,v_19rrkou3ow,大咖头条211 ""悲惨""F4成员现状大比拼,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1202,v_19rrb4sl9w,【理娱打挺疼】89 当红小生代言资源排位,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1203,v_19rr9j64qg,权志龙曝女友转移话题,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1204,v_19rrm9okbw,开扒女星超性感的低胸装,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1205,v_19rr9k3znc,世纪尴尬！刘诗诗同台刘亦菲,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1206,v_19rrkvbp20,韩国人对tfboy《青春修炼手册》的反应,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1207,v_19rralj2nw,揭孙俪处处排斥赵丽颖真相,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1208,v_19rrm0sggc,李易峰和关晓彤私生活曝光,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1209,v_19rrkx1v3s,霍建华身边的九大绯闻女友,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1210,v_19rrmetm7o,揭秘陈冠希撕逼林志玲真相,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1211,v_19rra56mc4,越南美女拳手：19岁身家过亿 传成龙已相中,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1212,v_19rrm06s68,周董变魔术现场穿帮,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1213,v_19rrkxgp1g,摄影师拍摄唯美水下钢管舞 性感梦幻,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1214,v_19rrmefc20,太污啦！揭露娱乐圈那些好色的女明星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1215,v_19rrkfxtns,拍戏强烈要求加吻戏的明星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1216,v_19rrkcwbbg,大咖剧星163 鹿晗护航一唱成名各路大咖奇葩秀,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1217,v_19rrlrnuy4,《男人装》女明星的尺度大到你不敢相信,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1218,v_19rr9zq828,娱乐圈主动给自己加吻戏的明星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1219,v_19rrluv1tw,封杀！盘点赵薇等被封杀的明星！,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1220,v_19rraic5vg,陈乔恩怀孕了？还被骂脾气差，玻璃心，装嫩,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1221,v_19rrb4gyy4,【理娱打挺疼】明星遇见鬼的反应,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1222,v_19rrao4qvw,深扒全明星：性感女星被合作男星摸屁股,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1223,v_19rrlgax18,韩国女星豪放练瑜伽 紧身衣大秀柔韧,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1224,v_19rr9fmpb8,开扒女星荧幕初吻！谁的含金量,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1225,v_19rrai7ph0,【理娱打挺疼】73任嘉伦公布恋情到底咋想的,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1226,v_19rrljh32g,关晓彤vs欧阳娜娜ＰＫ,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1227,v_19rrkxgr3o,英国健美小姐曝火辣健身照 性感身材显露无遗,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1228,v_19rrl7570w,【萝莉说美女】嫁入豪门没豪命的女明星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1229,v_19rrkhwuvc,布拉德皮特直播中冲主持人吐口水151211,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1230,v_19rra8ff14,【理娱打挺疼】09唐嫣罗晋终于发糖了,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:06:44,,,,,,iqiyi,搞笑,,0,
1231,v_19rrk9vqlc,大咖头条246 邓超等娱乐圈收入过亿的明星夫妇,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1232,v_19rra11pw0,曝！张一山身份惊倒众人,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1233,v_19rrk9u9uk,中国姑娘秀美臀 唯一有资格参加巴西大赛,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1234,v_19rr9dozlk,余罪的性感嫂嫂，还曾是岛国的写真女王！,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1235,v_19rrkdlvzk,胸部下垂惨遭吐槽的女星,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1236,v_19rrkte0a0,大咖头条 袁弘暗恋刘诗诗八年当伴郎！,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1237,v_19rrktb1ls,宋仲基自爆有女朋友 男神要来中国巡演,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1238,v_19rram256s,【魔力TV】7年Running Man里李光洙的搞笑瞬间,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1239,v_19rradmxkw,【魔力TV】景甜狂秀英文,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1240,v_19rraqqg4c,扒一扒释小龙的成名史,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1241,v_19rrkgj3jk,胡歌拍戏跑错路爆粗口逗比反应萌萌哒,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1242,v_19rrkoanuo,惊呆 当红女星整容不为人知的秘密【151】,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1243,v_19rrk9v4k4,性感模特篮球场上秀风采 男人看了不禁流鼻血,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
1244,v_19rr9ezmwc,黄致列下车 心疼李亦航,,http://list.iqiyi.com/www/22/29115-------------11-1-2-iqiyi-1-.html,0,,0,0,0,0,0,,,,,,娱乐八卦,,,,2017-08-03 17:07:46,,,,,,iqiyi,搞笑,,0,
